"employee_number","joblevel","jobstatus","datehire","paymode","history","client_code","department_code","basic_rate","date_jobstatus","time_updated","position_id","position_level"
"employee119","REGULAR","2","2011-10-11","2",False,"MNL-PSD","MNL-PSD","12546.07","2017-01-01","2018-01-27 17:39:57",100,4
"employee442","REGULAR","2","2011-10-01","2",True,"CEB-PSD","CEB-PSD","0","2016-09-15","2018-01-27 17:37:27",19,3
"employee378","PROBATIONARY","2","2015-12-01","2",False,"MNL-PSD","MNL-PSD","12546.07","2017-01-01","2018-01-27 17:38:53",100,4
"employee1292","REGULAR","5","2011-10-06","2",True,"MNL-RMP","MNL-RMP","12","2015-02-07","2018-01-27 17:37:44",183,4
"employee1110","REGULAR","2","2011-10-01","2",False,"CEB-CRG","CEB-CRG","18020","2017-01-01","2018-01-27 17:38:45",94,4
"employee928","PROBATIONARY","2","2016-06-30","2",True,"MNL-RMP","MNL-RMP","12977.54","2016-10-04","2018-01-27 17:38:17",123,4
"employee928","PROBATIONARY","2","2016-06-30","2",False,"MNL-RMP","MNL-RMP","12977.54","2017-01-01","2018-01-27 17:41:21",123,4
"employee159","REGULAR","2","2012-12-27","2",False,"MNL-PSD","MNL-PSD","12546.07","2017-01-01","2018-01-27 17:42:19",100,4
"employee405","REGULAR","2","2015-12-01","2",False,"MNL-PSD","MNL-PSD","12546.07","2017-01-01","2018-01-27 17:43:13",100,4
"employee160","REGULAR","2","2015-12-01","2",False,"MNL-PSD","MNL-PSD","12546.07","2017-01-01","2018-01-27 17:45:30",100,4
"employee891","PROBATIONARY","2","2016-03-23","2",False,"MNL-RMP","MNL-RMP","12977.54","2017-01-01","2018-01-27 17:45:53",123,4
"employee193","REGULAR","2","2012-04-17","2",False,"MNL-SC","MSC","15900","2017-01-01","2018-01-27 17:46:12",132,4
"employee890","PROBATIONARY","2","2016-08-09","2",False,"MNL-RMP","MNL-RMP","12977.54","2017-01-01","2018-01-27 17:47:33",123,4
"employee442","REGULAR","2","2011-10-01","2",False,"CEB-PSD","CEB-PSD","34344","2017-01-01","2018-01-30 11:26:44",19,3
"employee1383","REGULAR","2","2014-11-24","2",False,"MNL-RMP","MNL-RMP","12","2017-01-01","2018-01-27 17:39:27",183,4
"employee669","REGULAR","2","2011-09-11","2",False,"MNL-CSD","DOMESTIC","16960","2017-01-01","2018-01-27 17:47:55",94,4
"employee745","PROBATIONARY","2","2016-08-01","2",False,"MNL-PSD","MNL-PSD","12546.07","2017-01-01","2018-01-27 17:48:55",100,4
"employee1371","PROBATIONARY","2","2016-02-24","2",False,"MNL-RMP","MNL-RMP","12977.54","2017-01-01","2018-01-30 18:40:08",183,4
"employee1387","PROBATIONARY","2","2016-01-06","2",False,"MNL-RMP","MNL-RMP","12977.54","2017-01-01","2018-01-30 18:38:50",183,4
"employee441","REGULAR","22","2011-10-01","2",False,"CEB-PSD","CEB-PSD","21200","2017-01-01","2018-01-27 17:50:03",105,4
"employee1199","REGULAR","22","2011-10-01","2",False,"CEB-RMP","CEB-RMP","28090","2017-01-01","2018-01-27 17:50:24",199,10
"employee9","REGULAR","2","2015-10-08","2",False,"MNL-CBS","MNL-CBS","12977.54","2017-01-01","2018-01-27 17:50:29",123,4
"employee77","REGULAR","2","2016-03-01","2",False,"MNL-CSD","INTERNATIONAL","12546.07","2017-01-01","2018-01-27 17:51:45",93,4
"employee2078","REGULAR","2","2012-10-20","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-12-15","2017-01-27 06:34:12",100,4
"employee2078","REGULAR","2","2012-10-20","2",False,"MNL-PSD","MNL-PSD","12546.07","2017-01-01","2018-01-27 17:52:13",100,4
"employee419","REGULAR","2","2011-10-01","2",False,"SLPI-SM","SUPPORT","21600","2017-01-01","2018-01-27 17:52:40",158,4
"employee2144","REGULAR","2","2011-12-28","2",False,"MNL-CSD","EQUIPMENT","14047.7","2017-01-01","2018-01-27 17:55:44",89,4
"employee1821","REGULAR","2","2011-10-22","2",False,"MNL-RMP","MNL-RMP","25000","2017-01-01","2018-01-27 17:57:30",152,10
"employee156","REGULAR","2","2015-12-18","2",False,"MNL-PSD","MNL-PSD","12546.07","2017-01-01","2018-01-27 17:57:49",100,4
"employee853","PROBATIONARY","2","2016-06-08","2",True,"MNL-RMP","MNL-RMP","12977.54","2016-09-09","2018-01-27 17:58:03",123,4
"employee1339","REGULAR","2","2011-11-24","2",False,"MNL-SC","MSC","31","2017-01-01","2018-01-27 17:52:54",19,3
"employee1366","REGULAR","2","2015-08-18","2",False,"MNL-CSD","MNL-CRG","12977.54","2017-01-01","2018-01-30 18:30:48",89,4
"employee189","REGULAR","2","2015-02-01","2",False,"MNL-PSD","MNL-PSD","12546.07","2017-01-01","2018-01-27 17:53:33",100,4
"employee681","REGULAR","2","2011-10-01","2",True,"MNL-GEM","MNL-GEM","23760","2016-12-31","2018-01-27 17:54:33",116,4
"employee681","REGULAR","2","2011-10-01","2",True,"MNL-GEM","MNL-GEM","23760","2017-01-01","2018-01-27 17:54:43",116,4
"employee681","REGULAR","2","2011-10-01","2",False,"MNL-GEM","MNL-GEM","23760","2017-01-01","2018-01-27 17:54:49",116,4
"employee562","REGULAR","22","2012-03-31","2",False,"MNL-CBS","MNL-CBS","25000","2017-01-01","2018-01-27 17:56:36",95,10
"employee1746","PROBATIONARY","1","2017-09-16","2",True,"MNL-PSD","MNL-PSD","12546.07","2017-09-16","2017-09-25 12:51:49",100,4
"employee13","REGULAR","2","2013-05-15","2",False,"MNL-CSD","INTERNATIONAL","12546.07","2017-01-01","2018-01-27 17:57:12",93,4
"employee780","REGULAR","2","2011-10-07","2",False,"MNL-PSD","MNL-PSD","12546.07","2017-01-01","2018-01-27 17:59:34",100,4
"employee1396","REGULAR","2","2011-10-01","2",False,"MNL-PSD","MNL-PSD","15900","2017-01-01","2018-01-27 17:59:55",101,4
"employee683","PROBATIONARY","2","2016-05-20","2",False,"MNL-GEM","MNL-GEM","13000","2017-01-01","2018-01-27 18:00:00",164,4
"employee749","REGULAR","2","2012-07-10","2",False,"MNL-PSD","MNL-PSD","12546.07","2017-01-01","2018-01-27 18:00:21",100,4
"employee487","PROBATIONARY","2","2016-01-06","2",True,"MNL-RMP","MNL-RMP","12","2017-01-01","2018-01-27 17:53:35",183,4
"employee2077","REGULAR","2","2011-10-05","2",False,"MNL-RMP","MNL-RMP","18020","2017-01-01","2018-01-27 18:01:29",125,4
"employee151","REGULAR","2","2011-10-21","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-12-13","2017-01-26 14:38:48",100,4
"employee151","REGULAR","2","2011-10-21","2",False,"MNL-PSD","MNL-PSD","12546.07","2017-01-01","2018-01-27 18:01:49",100,4
"employee853","PROBATIONARY","2","2016-06-08","2",False,"MNL-RMP","MNL-RMP","12977.54","2017-01-01","2018-01-27 18:04:44",123,4
"employee1560","PROBATIONARY","7","2017-05-05","2",False,"MNL-PSD","MNL-PSD","13093.82","2018-01-26","2018-01-30 08:48:02",171,4
"employee1653","REGULAR","1","2017-07-28","2",False,"MNL-SC","MANILA STATION","16199.83","2017-07-28","2018-12-13 16:15:30",130,4
"employee1706","REGULAR","1","2017-07-28","2",False,"MNL-SC","MANILA STATION","16199.83","2017-07-28","2018-12-13 16:19:41",130,4
"employee1696","REGULAR","1","2017-07-24","2",False,"MNL-SC","MANILA STATION","16199.83","2017-07-24","2018-12-13 16:20:30",130,4
"employee1697","REGULAR","1","2017-07-28","2",False,"MNL-SC","MANILA STATION","16199.83","2017-07-28","2018-12-13 16:28:38",130,4
"employee188","REGULAR","2","2016-08-01","2",False,"MNL-PSD","MNL-PSD","13093.82","2018-01-20","2018-01-30 09:09:04",100,4
"employee970","REGULAR","2","2014-03-08","2",True,"SKPI-CF","CFS - 1ST SHIFT","14433.3","2018-01-29","2018-01-29 08:33:26",13,14
"employee1660","REGULAR","1","2017-07-28","2",True,"MNL-RMP","MNL-RMP","13525.29","2017-07-28","2018-01-30 09:12:49",123,4
"employee1650","REGULAR","1","2017-07-28","2",True,"MNL-SC","MANILA STATION","15547.75","2017-07-28","2018-01-30 08:19:43",130,4
"employee3025","REGULAR","1","2017-07-28","2",True,"MNL-GEM","MNL-GEM","13525.29","2017-07-28","2018-01-30 08:15:47",44,4
"employee1259","REGULAR","2","2011-10-25","2",False,"MNL-PSD","MNL-PSD","12546.07","2017-01-01","2018-01-27 18:02:23",100,4
"employee970","REGULAR","2","2014-03-08","2",True,"SKPI-CF","CFS - 1ST SHIFT","14433.3","2018-01-27","2018-01-30 10:01:42",13,14
"employee2267","REGULAR","1","2016-03-10","2",True,"SKPI-CP","CP-HOT KIT PM","14339","2016-03-10","2018-01-30 15:23:11",208,13
"employee225","REGULAR","2","2016-08-01","2",True,"MNL-PSD","MNL-PSD","13093.82","2018-01-31","2018-02-01 15:00:44",100,4
"employee1109","PROBATIONARY","2","2016-03-14","2",False,"CEB-CRG","CEB-CRG","31800","2017-01-01","2018-01-30 18:37:56",89,4
"employee125","REGULAR","2","2015-12-18","2",False,"MNL-PSD","MNL-PSD","14232.87","2018-01-26","2018-01-30 19:24:14",100,4
"employee1107","REGULAR","1","2012-04-02","2",True,"SKPI-FM","FM","51586.75","2012-04-02","2018-01-30 16:42:32",26,3
"employee126","REGULAR","2","2013-05-11","2",False,"MNL-PSD","MNL-PSD","15547.75","2018-01-26","2018-02-01 15:00:20",101,4
"employee225","REGULAR","2","2016-08-01","2",True,"MNL-PSD","MNL-PSD","13093.82","2018-01-31","2018-02-01 15:00:53",100,4
"employee225","REGULAR","2","2016-08-01","2",False,"MNL-PSD","MNL-PSD","13093.82","2018-01-31","2018-02-01 15:01:02",100,4
"employee199","REGULAR","2","2014-04-08","2",False,"SLPI-PW","PW","15047.75","2018-01-19","2018-02-01 15:02:03",58,4
"employee996","CONTRACTUAL","1","2012-05-01","2",True,"SKPI-CA","CPA","31482","2012-05-01","2018-01-17 23:07:09",15,22
"employee1834","PROBATIONARY","1","2018-01-16","2",True,"MNL-CSD","ADMIN","13093.82","2018-01-16","2018-02-01 17:11:49",48,4
"employee970","REGULAR","2","2014-03-08","2",True,"SKPI-CF","CFS - 1ST SHIFT","14433.3","2018-01-28","2018-01-30 10:01:51",13,14
"employee1990","REGULAR","1","2016-01-28","2",False,"SLPI-EO","SUPPORT","52719.83","2016-01-28","2018-12-14 18:43:30",76,3
"employee1263","REGULAR","2","2011-11-06","2",False,"MNL-SC","MSC","15900","2017-01-01","2018-01-30 11:01:34",132,4
"employee709","REGULAR","6","2011-10-01","2",True,"MNL-GEM","MNL-GEM","25970.95","2018-01-31","2018-02-01 14:41:16",116,4
"employee996","CONTRACTUAL","1","2012-05-01","2",True,"SKPI-CA","CPA","32029.75","2012-05-01","2018-04-02 18:10:15",110,22
"employee3228","PROBATIONARY","1","2017-12-01","2",True,"SKPI-HR","HR - MNL","13093.82","2017-12-01","2018-02-02 09:20:09",33,4
"employee548","REGULAR","1","2016-09-23","2",False,"MNL-RMP","MNL-RMP-GEO1","21199.83","2016-09-23","2018-12-14 11:35:26",194,10
"employee3044","REGULAR","1","2011-12-06","2",False,"MNL-RMP","MNL-RMP-GEO1","21549.83","2011-12-06","2018-12-14 13:00:31",229,4
"employee844","REGULAR","1","2011-12-06","2",False,"MNL-RMP","MNL-RMP-GEO1","21549.83","2011-12-06","2018-12-14 13:01:41",229,4
"employee990","REGULAR","1","2011-12-06","2",False,"MNL-RMP","MNL-RMP-GEO1","21549.83","2011-12-06","2018-12-14 13:03:32",229,4
"employee1409","REGULAR","1","2011-11-15","2",False,"MNL-RMP","MNL-RMP-GEO1","29554.83","2011-11-15","2018-12-14 16:47:02",152,10
"employee847","REGULAR","1","2011-10-10","2",False,"MNL-RMP","MNL-RMP-GEO1","30349.83","2011-10-10","2018-12-14 16:52:18",194,10
"employee831","REGULAR","1","2011-10-05","2",False,"MNL-RMP","MNL-RMP-GEO1","30349.83","2011-10-05","2018-12-14 16:53:55",199,10
"employee883","REGULAR","1","2011-11-15","2",False,"MNL-RMP","MNL-RMP-GEO1","30349.83","2011-11-15","2018-12-14 16:55:08",194,10
"employee902","REGULAR","1","2011-10-01","2",False,"MNL-RMP","MNL-RMP-GEO1","30349.83","2011-10-01","2018-12-14 16:55:46",194,10
"employee1852","REGULAR","1","2011-10-01","2",False,"MNL-RMP","MNL-RMP-GEO1","30349.83","2011-10-01","2018-12-14 16:57:53",194,10
"employee3063","REGULAR","1","2011-11-12","2",False,"MNL-RMP","MNL-RMP-GEO1","30701.83","2011-11-12","2018-12-14 17:04:12",125,4
"employee3068","REGULAR","1","2011-10-17","2",False,"MNL-RMP","MNL-RMP-GEO1","31235.33","2011-10-17","2018-12-14 17:12:18",199,10
"employee2030","REGULAR","1","2011-11-16","2",False,"MNL-RMP","MNL-RMP-GEO1","33847.83","2011-11-16","2018-12-14 17:35:01",194,10
"employee912","REGULAR","1","2011-10-01","2",False,"MNL-RMP","MNL-RMP-GEO1","33847.83","2011-10-01","2018-12-14 17:35:54",194,10
"employee907","REGULAR","1","2011-10-15","2",False,"MNL-RMP","MNL-RMP-GEO1","35001.99","2011-10-15","2018-12-14 17:54:08",194,10
"employee42","REGULAR","2","2013-05-25","2",True,"MNL-CSD","DOMESTIC","14609.26","2018-01-08","2018-02-02 10:40:04",94,4
"employee839","REGULAR","1","2015-10-08","2",True,"MNL-RMP","MNL-RMP","15082.59","2015-10-08","2017-12-18 09:38:28",123,4
"employee1886","REGULAR","1","2014-01-03","2",True,"MNL-RMP","MNL-RMP-GEO1","15588.42","2014-01-03","2018-08-08 11:42:33",184,4
"employee834","REGULAR","1","2014-11-24","2",False,"MNL-RMP","MNL-RMP-GEO1","15734.67","2014-11-24","2018-12-13 15:34:34",123,4
"employee3155","REGULAR","1","2014-11-24","2",True,"MNL-RMP","MNL-RMP-GEO1","14823.04","2014-11-24","2018-02-02 14:15:28",123,4
"employee940","REGULAR","1","2011-10-06","2",False,"MNL-RMP","MNL-RMP-GEO1","16149.03","2011-10-06","2018-08-08 13:02:10",184,4
"employee959","REGULAR","1","2011-10-14","2",True,"MNL-RMP","MNL-RMP-GEO1","24197.75","2011-10-14","2018-02-02 14:28:44",124,4
"employee974","REGULAR","1","2012-01-23","2",True,"MNL-RMP","MNL-RMP-GEO1","18257.75","2012-01-23","2018-02-02 14:28:56",124,4
"employee864","REGULAR","1","2011-11-16","2",True,"MNL-RMP","MNL-RMP-GEO1","17025.75","2011-11-16","2018-02-02 14:31:43",184,4
"employee839","REGULAR","1","2015-10-08","2",True,"MNL-RMP","MNL-RMP-GEO1","15082.59","2015-10-08","2018-02-02 14:24:07",123,4
"employee3049","REGULAR","1","2015-10-08","2",True,"MNL-RMP","MNL-RMP-GEO1","14823.04","2015-10-08","2018-02-02 14:30:37",123,4
"employee2467","REGULAR","1","2011-12-14","2",True,"MNL-RMP","MNL-RMP-GEO1","17136.67","2011-12-14","2018-08-08 10:58:01",184,4
"employee873","REGULAR","1","2011-11-21","2",False,"MNL-RMP","MNL-RMP-GEO1","17249.83","2011-11-21","2018-12-13 17:44:05",124,4
"employee829","REGULAR","1","2012-01-16","2",False,"MNL-RMP","MNL-RMP-GEO1","17663.83","2012-01-16","2018-12-13 17:49:04",124,4
"employee908","REGULAR","1","2011-10-01","2",False,"MNL-RMP","MNL-RMP-GEO1","23936.83","2011-10-01","2018-12-14 13:41:36",124,4
"employee1874","REGULAR","1","2017-02-21","2",False,"MNL-RMP","MNL-RMP-GEO1","14177.37","2017-02-21","2018-12-15 14:42:27",123,4
"employee859","REGULAR","1","2016-01-06","2",False,"MNL-RMP","MNL-RMP-GEO1","15475.12","2016-01-06","2018-12-15 15:57:04",123,4
"employee865","REGULAR","1","2015-06-11","2",False,"MNL-RMP","MNL-RMP-GEO1","15475.12","2015-06-11","2018-12-15 15:57:19",123,4
"employee3033","REGULAR","1","2014-06-09","2",False,"MNL-RMP","MNL-RMP-GEO1","15475.12","2014-06-09","2018-12-15 15:58:03",123,4
"employee1477","REGULAR","1","2011-10-07","2",False,"MNL-RMP","MNL-RMP-GEO1","17249.83","2011-10-07","2018-12-13 17:37:43",184,4
"employee875","REGULAR","1","2011-10-08","2",False,"MNL-RMP","MNL-RMP-GEO1","17699.83","2011-10-08","2018-12-13 17:51:17",124,4
"employee1685","REGULAR","1","2011-10-08","2",False,"MNL-RMP","MNL-RMP-GEO2","18199.83","2011-10-08","2018-12-13 17:57:01",229,4
"employee934","REGULAR","1","2011-10-06","2",False,"MNL-RMP","MNL-RMP-GEO1","18249.83","2011-10-06","2018-12-13 17:58:23",124,4
"employee909","REGULAR","1","2011-11-21","2",False,"MNL-RMP","MNL-RMP-GEO1","18799.83","2011-11-21","2018-12-13 18:23:48",124,4
"employee901","REGULAR","1","2011-10-06","2",False,"MNL-RMP","MNL-RMP-GEO2","19019.83","2011-10-06","2018-12-13 18:26:33",229,4
"employee871","REGULAR","1","2011-10-26","2",False,"MNL-RMP","MNL-RMP-GEO1","19855.83","2011-10-26","2018-12-14 10:08:37",171,4
"employee1842","REGULAR","1","2012-10-10","2",False,"MNL-RMP","MNL-RMP-GEO2","21199.83","2012-10-10","2018-12-14 11:30:14",194,10
"employee904","REGULAR","1","2016-06-02","2",False,"MNL-RMP","MNL-RMP-GEO2","21199.83","2016-06-02","2018-12-14 11:31:37",194,10
"employee540","REGULAR","1","2016-10-28","2",False,"MNL-RMP","MNL-RMP-GEO2","21199.83","2016-10-28","2018-12-14 11:32:19",194,10
"employee3243","REGULAR","1","2012-12-18","2",False,"MNL-RMP","MNL-RMP-GEO2","22599.83","2012-12-18","2018-12-14 13:11:08",194,10
"employee1001","REGULAR","1","2012-10-16","2",False,"MNL-RMP","MNL-RMP-GEO2","23199.83","2012-10-16","2018-12-14 13:16:36",194,4
"employee1848","REGULAR","1","2011-10-01","2",False,"MNL-RMP","MNL-RMP-GEO1","24519.83","2011-10-01","2018-12-14 14:00:31",171,4
"employee874","REGULAR","1","2011-10-01","2",False,"MNL-RMP","MNL-RMP-GEO2","29554.83","2011-10-01","2018-12-14 16:47:49",194,10
"employee827","REGULAR","1","2011-10-19","2",False,"MNL-RMP","MNL-RMP-GEO2","30349.83","2011-10-19","2018-12-14 16:52:52",199,10
"employee2098","REGULAR","1","2011-11-09","2",False,"MNL-RMP","MNL-RMP-GEO2","30349.83","2011-11-09","2018-12-14 16:54:29",194,10
"employee1467","REGULAR","1","2011-10-01","2",False,"MNL-RMP","MNL-RMP-GEO2","30349.83","2011-10-01","2018-12-14 16:57:19",194,10
"employee2050","REGULAR","1","2011-10-01","2",False,"MNL-RMP","MNL-RMP-GEO2","34441.43","2011-10-01","2018-12-14 17:39:08",194,10
"employee3157","REGULAR","1","2014-07-07","2",False,"MNL-RMP","MNL-RMP-GEO1","15475.12","2014-07-07","2018-12-19 08:32:02",123,4
"employee818","REGULAR","1","2011-10-11","2",True,"MNL-RMP","MNL-RMP-GEO1","18694.95","2011-10-11","2018-02-02 14:40:50",171,4
"employee888","REGULAR","1","2011-10-17","2",True,"MNL-RMP","MNL-RMP-GEO2","29697.75","2011-10-17","2018-02-02 16:23:03",194,10
"employee2241","REGULAR","1","2011-10-06","2",True,"MNL-RMP","MNL-RMP-GEO2","17170.45","2011-10-06","2018-02-02 16:17:45",229,4
"employee876","REGULAR","1","2012-01-16","2",False,"MNL-RMP","MNL-RMP-GEO2","17587.83","2012-01-16","2018-12-13 17:46:57",229,4
"employee877","REGULAR","1","2011-10-10","2",False,"MNL-RMP","MNL-RMP-GEO2","23316.73","2011-10-10","2018-12-14 13:28:13",124,4
"employee880","REGULAR","1","2011-11-14","2",False,"MNL-RMP","MNL-RMP-GEO2","27699.83","2011-11-14","2018-12-14 16:20:49",199,10
"employee2140","REGULAR","1","2011-10-26","2",False,"MNL-RMP","MNL-RMP-GEO2","29554.83","2011-10-26","2018-12-14 16:48:43",194,10
"employee797","REGULAR","1","2011-10-01","2",False,"MNL-RMP","MNL-RMP-GEO2","30349.83","2011-10-01","2018-12-14 16:51:26",194,10
"employee3216","REGULAR","1","2011-10-10","2",False,"MNL-RMP","MNL-RMP-GEO2","33847.83","2011-10-10","2018-12-14 17:31:51",152,10
"employee884","REGULAR","1","2011-10-10","2",False,"MNL-RMP","MNL-RMP-GEO2","33847.83","2011-10-10","2018-12-14 17:34:19",152,10
"employee3159","REGULAR","1","2016-08-04","2",False,"MNL-RMP","MNL-RMP-GEO2","14177.37","2016-08-04","2018-12-15 13:57:06",123,4
"employee1844","REGULAR","1","2017-01-05","2",False,"MNL-RMP","MNL-RMP-GEO2","14177.37","2017-01-05","2018-12-15 14:40:22",123,4
"employee872","REGULAR","1","2016-06-08","2",False,"MNL-RMP","MNL-RMP-GEO2","14177.37","2016-06-08","2018-12-15 14:45:53",123,4
"employee916","REGULAR","1","2016-06-08","2",False,"MNL-RMP","MNL-RMP-GEO2","14177.37","2016-06-08","2018-12-15 14:55:20",123,4
"employee800","REGULAR","1","2015-06-26","2",False,"MNL-RMP","MNL-RMP-GEO2","15085.8","2015-06-26","2018-12-15 15:35:55",123,4
"employee830","REGULAR","1","2015-10-08","2",False,"MNL-RMP","MNL-RMP-GEO2","15085.8","2015-10-08","2018-12-15 15:37:13",123,4
"employee2037","REGULAR","1","2016-01-06","2",False,"MNL-RMP","MNL-RMP-GEO2","15085.8","2016-01-06","2018-12-15 15:38:21",123,4
"employee1476","REGULAR","1","2016-03-01","2",False,"MNL-RMP","MNL-RMP-GEO2","15085.8","2016-03-01","2018-12-15 15:41:37",123,4
"employee840","REGULAR","1","2015-06-11","2",False,"MNL-RMP","MNL-RMP-GEO2","15475.12","2015-06-11","2018-12-15 15:58:25",124,4
"employee3123","PROBATIONARY","1","2018-01-22","2",True,"SKPI-CP","CP-FSU AM","13093.82","2018-01-22","2018-02-02 17:19:18",208,4
"employee1843","PROBATIONARY","1","2018-01-22","2",True,"SKPI-CP","CP-COLD AM","13093.82","2018-01-22","2018-02-02 17:21:30",208,4
"employee1869","PROBATIONARY","1","2018-01-22","2",True,"SKPI-CP","CP-HALAL AM","13093.82","2018-01-22","2018-01-23 16:36:09",208,4
"employee1869","PROBATIONARY","1","2018-01-22","2",True,"SKPI-CP","CP-HALAL AM","13093.82","2018-01-22","2018-02-02 17:20:39",208,4
"employee1835","PROBATIONARY","1","2018-01-22","2",True,"SKPI-CP","CP-HOT KIT AM","13093.82","2018-01-22","2018-02-02 17:20:04",208,4
"employee1860","CONTRACTUAL","1","2018-02-07","1",False,"SP","CGC","1","2018-02-07","2018-02-22 13:11:24",67,4
"employee1846","PROBATIONARY","1","2018-01-22","2",True,"SKPI-CP","CP-MARSHALL AM","13093.82","2018-01-22","2018-02-02 17:22:18",208,4
"employee808","REGULAR","1","2011-11-03","2",False,"MNL-RMP","MNL-RMP-GEO2","19347.03","2011-11-03","2018-12-13 18:31:26",171,4
"employee882","REGULAR","1","2012-01-01","2",False,"MNL-RMP","MNL-RMP-GEO2","19347.03","2012-01-01","2018-12-13 18:32:03",171,4
"employee3181","REGULAR","1","2011-10-06","2",False,"MNL-RMP","MNL-RMP-GEO2","20673.83","2011-10-06","2018-12-14 11:25:35",124,4
"employee860","REGULAR","1","2011-11-09","2",False,"MNL-RMP","MNL-RMP-GEO2","20994.83","2011-11-09","2018-12-14 11:27:50",124,4
"employee2062","REGULAR","1","2011-11-01","2",False,"MNL-RMP","MNL-RMP-GEO2","23883.83","2011-11-01","2018-12-14 13:34:08",171,4
"employee878","REGULAR","1","2011-10-01","2",False,"MNL-RMP","MNL-RMP-GEO2","23936.83","2011-10-01","2018-12-14 13:40:48",124,4
"employee810","REGULAR","1","2016-08-09","2",False,"MNL-RMP","MNL-RMP-GEO2","14177.37","2016-08-09","2018-12-15 13:52:44",123,4
"employee1849","REGULAR","1","2017-05-05","2",False,"MNL-RMP","MNL-RMP-GEO2","14177.37","2017-05-05","2018-12-15 14:23:41",183,4
"employee866","REGULAR","1","2016-06-08","2",False,"MNL-RMP","MNL-RMP-GEO2","14177.37","2016-06-08","2018-12-15 14:50:24",123,4
"employee1543","REGULAR","1","2017-03-06","2",False,"MNL-RMP","MNL-RMP-GEO2","14177.37","2017-03-06","2018-12-15 14:57:24",123,4
"employee920","REGULAR","1","2016-06-08","2",False,"MNL-RMP","MNL-RMP-GEO2","14177.37","2016-06-08","2018-12-15 15:00:39",123,4
"employee848","REGULAR","1","2015-07-01","2",False,"MNL-RMP","MNL-RMP-GEO2","15475.12","2015-07-01","2018-12-15 15:55:15",123,4
"employee918","REGULAR","1","2014-03-24","2",False,"MNL-RMP","MNL-RMP-GEO2","15475.12","2014-03-24","2018-12-15 15:57:45",123,4
"employee1513","REGULAR","1","2012-01-02","2",True,"SKPI-AC","PAYROLL","28902.75","2012-01-02","2018-02-03 18:30:27",51,10
"employee1846","PROBATIONARY","1","2018-01-22","2",True,"SKPI-CP","CP-MARSHALL AM","13093.82","2018-01-22","2018-02-02 17:22:41",208,4
"employee170","REGULAR","1","2015-02-01","2",True,"MNL-PSD","MNL-PSD","15000","2015-02-01","2018-02-01 14:58:59",130,4
"employee1422","REGULAR","2","2017-02-06","2",False,"SKPI-CF","CFS - 1ST SHIFT","13524.9","2017-12-08","2018-02-05 09:56:31",13,4
"employee970","REGULAR","2","2014-03-08","2",False,"SKPI-CF","CFS - 1ST SHIFT","14433.3","2018-01-28","2018-02-05 10:09:46",13,14
"employee1834","PROBATIONARY","1","2018-01-16","2",True,"MNL-CSD","ADMIN","13093.82","2018-01-16","2018-02-03 23:16:53",48,4
"employee170","REGULAR","1","2015-02-01","2",True,"MNL-SC","MSC","15000","2015-02-01","2018-02-03 20:47:09",130,4
"employee1300","REGULAR","1","2011-10-01","2",True,"CEB-RMP","CEB-RMP","47174.4","2011-10-01","2018-02-03 22:09:39",177,3
"employee2161","PROBATIONARY","1","2018-01-22","2",True,"SKPI-HR","HR","28000","2018-01-22","2018-02-02 17:23:12",31,15
"employee1745","PROBATIONARY","1","2017-09-16","2",True,"MNL-PSD","MNL-PSD","12546.07","2017-09-16","2017-09-25 14:18:50",100,4
"employee1843","PROBATIONARY","1","2018-01-22","2",True,"SKPI-CP","CP-COLD AM","13093.82","2018-01-22","2018-02-04 15:22:33",208,4
"employee1436","REGULAR","1","2011-11-16","2",False,"MNL-RMP","MNL-RMP-TWNG","23316.73","2011-11-16","2018-12-14 13:27:11",125,4
"employee914","REGULAR","1","2011-11-08","2",False,"MNL-RMP","MNL-RMP-TWNG","24199.83","2011-11-08","2018-12-14 13:43:02",125,4
"employee2182","REGULAR","1","2011-10-19","2",False,"MNL-RMP","MNL-RMP-TWNG","24199.83","2011-10-19","2018-12-14 13:48:42",125,4
"employee1652","REGULAR","1","2011-10-19","2",False,"MNL-RMP","MNL-RMP-TWNG","24493.73","2011-10-19","2018-12-14 13:59:53",124,4
"employee400","REGULAR","1","2011-12-24","2",False,"MNL-RMP","MNL-RMP-TWNG","25809.83","2011-12-24","2018-12-14 14:23:30",125,4
"employee792","REGULAR","1","2011-10-17","2",False,"MNL-RMP","MNL-RMP-TWNG","28523.83","2011-10-17","2018-12-14 16:36:11",125,4
"employee2103","REGULAR","1","2011-10-10","2",False,"MNL-RMP","MNL-RMP-TWNG","28523.83","2011-10-10","2018-12-14 16:37:11",125,4
"employee3194","REGULAR","1","2011-10-20","2",False,"MNL-RMP","MNL-RMP-TWNG","28523.83","2011-10-20","2018-12-14 16:41:06",125,4
"employee3042","REGULAR","1","2011-11-21","2",False,"MNL-RMP","MNL-RMP-TWNG","29020.63","2011-11-21","2018-12-14 16:44:33",125,4
"employee821","REGULAR","1","2011-11-21","2",True,"MNL-RMP","MNL-RMP-TWNG","27871.75","2011-11-21","2018-02-05 14:37:07",125,4
