idno,description,balance,refresh_accrual,year_updated,used,procyear
employee2454,VACATION LEAVE - REG LESS THAN A YR,1.25,TRUE,2019,0,2019
employee2454,SICK LEAVE,1.25,TRUE,2019,0,2019
employee2455,SOLO PARENT LEAVE,63,FALSE,2018,0,2018
employee2455,SICK LEAVE,47.25,FALSE,2018,54,2018
employee2455,VACATION LEAVE - REGULAR,83.25,FALSE,2018,0,2018
employee2455,PATERNITY LEAVE,63,FALSE,2018,0,2018
employee2455,VACATION LEAVE - REG LESS THAN A YR,0,FALSE,2018,18,2018
employee2456,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2456,SICK LEAVE,36,TRUE,2018,99,2018
employee2456,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2456,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2456,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2456,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2456,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2456,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee2456,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2456,SICK LEAVE,27,TRUE,2017,18,2017
employee2457,SICK LEAVE,99,TRUE,2018,36,2018
employee2457,VACATION LEAVE - REGULAR,18,TRUE,2017,54,2017
employee2457,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2457,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2457,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2457,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2457,SICK LEAVE,99,TRUE,2017,27,2017
employee2458,VACATION LEAVE - REGULAR,130.5,TRUE,2019,4.5,2019
employee2458,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2458,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2458,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee2458,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2458,SICK LEAVE,157.5,TRUE,2017,0,2017
employee2458,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee2458,VACATION LEAVE - REGULAR,76.5,TRUE,2017,0,2017
employee2458,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee2458,SICK LEAVE,90,TRUE,2018,27,2018
employee2458,VACATION LEAVE - REGULAR,54,TRUE,2018,9,2018
employee2459,SICK LEAVE,0,TRUE,2018,72,2018
employee2459,VACATION LEAVE - REGULAR,0,TRUE,2018,90,2018
employee2459,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2459,VACATION LEAVE - REGULAR,0,TRUE,2017,63,2017
employee2459,SICK LEAVE,2.25,TRUE,2019,9,2019
employee2459,SICK LEAVE,108,TRUE,2017,27,2017
employee2459,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2459,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee2459,VACATION LEAVE - REGULAR,117,TRUE,2019,18,2019
employee2459,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2459,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2459,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee246,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee246,VACATION LEAVE - REGULAR,0,TRUE,2017,81,2017
employee246,VACATION LEAVE - REGULAR,117,TRUE,2019,18,2019
employee246,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee246,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee246,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee246,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee246,SICK LEAVE,40.5,TRUE,2017,63,2017
employee246,SICK LEAVE,2.25,TRUE,2019,9,2019
employee246,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee246,SICK LEAVE,0,TRUE,2018,121.5,2018
employee2460,SICK LEAVE,54,TRUE,2018,81,2018
employee2460,VACATION LEAVE - REGULAR,126,TRUE,2019,9,2019
employee2460,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2460,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee2460,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2460,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2460,VACATION LEAVE - REGULAR,18,TRUE,2017,54,2017
employee2460,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2460,SICK LEAVE,58.5,TRUE,2017,0,2017
employee2460,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee2460,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2461,SICK LEAVE,9,TRUE,2018,126,2018
employee2461,VACATION LEAVE - REGULAR,0,TRUE,2017,27,2017
employee2461,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2461,SICK LEAVE,54,TRUE,2017,27,2017
employee2461,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2461,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2461,VACATION LEAVE - REGULAR,126,TRUE,2019,9,2019
employee2462,VACATION LEAVE - REGULAR,36,TRUE,2017,9,2017
employee2462,SICK LEAVE,2.25,TRUE,2019,9,2019
employee2462,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2462,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2462,SICK LEAVE,81,TRUE,2017,9,2017
employee2462,SICK LEAVE,27,TRUE,2018,99,2018
employee2462,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2463,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2463,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2463,SICK LEAVE,4.5,FALSE,2017,9,2017
employee2463,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2463,VACATION LEAVE - REGULAR,9,TRUE,2018,126,2018
employee2463,SICK LEAVE,31.5,TRUE,2018,103.5,2018
employee2463,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2463,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee2463,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2463,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2464,VACATION LEAVE - REGULAR,27,TRUE,2018,108,2018
employee2464,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2464,SICK LEAVE,10,TRUE,2016,0,2016
employee2464,VACATION LEAVE - REGULAR,90,TRUE,2019,45,2019
employee2464,VACATION LEAVE - REG LESS THAN A YR,10,TRUE,2016,0,2016
employee2464,SICK LEAVE,117,TRUE,2018,18,2018
employee2464,SICK LEAVE,90,TRUE,2017,45,2017
employee2464,VACATION LEAVE - REGULAR,18,TRUE,2017,81,2017
employee2465,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2465,SICK LEAVE,90,TRUE,2017,0,2017
employee2465,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2465,VACATION LEAVE - REGULAR,45,TRUE,2017,0,2017
employee2465,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2465,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2465,SICK LEAVE,72,TRUE,2018,63,2018
employee2466,VACATION LEAVE - REGULAR,108,TRUE,2017,0,2017
employee2466,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2466,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee2466,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2466,SICK LEAVE,130.5,TRUE,2017,0,2017
employee2466,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2466,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2466,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee2466,SICK LEAVE,63,TRUE,2018,36,2018
employee2466,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee2466,VACATION LEAVE - REGULAR,18,TRUE,2018,153,2018
employee2467,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2467,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2467,SICK LEAVE,13.5,TRUE,2017,36,2017
employee2467,SICK LEAVE,36,TRUE,2018,76.5,2018
employee2467,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2467,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2468,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee2468,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2468,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2468,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2468,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee2468,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2468,VACATION LEAVE - REGULAR,45,TRUE,2017,9,2017
employee2468,SICK LEAVE,126,TRUE,2018,9,2018
employee2468,SICK LEAVE,135,TRUE,2017,0,2017
employee2468,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2468,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee2468,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2468,VACATION LEAVE - REGULAR,4.5,TRUE,2018,121.5,2018
employee2469,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2469,VACATION LEAVE - REG LESS THAN A YR,11.25,TRUE,2018,0,2018
employee2469,VACATION LEAVE - REG LESS THAN A YR,0,TRUE,2019,22.5,2019
employee2469,SICK LEAVE,11.25,TRUE,2018,0,2018
employee247,VACATION LEAVE - REGULAR,130.5,TRUE,2019,4.5,2019
employee247,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee247,SICK LEAVE,11.25,TRUE,2019,0,2019
employee247,VACATION LEAVE - REGULAR,0,TRUE,2017,121.5,2017
employee247,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee247,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee247,SICK LEAVE,0,TRUE,2018,36,2018
employee247,SICK LEAVE,45,TRUE,2017,63,2017
employee247,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee247,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2470,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2470,VACATION LEAVE - REG LESS THAN A YR,0,TRUE,2018,27,2018
employee2470,VACATION LEAVE - REGULAR,72,TRUE,2018,22.5,2018
employee2470,SICK LEAVE,135,TRUE,2018,0,2018
employee2470,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2470,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2470,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee2470,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2470,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee2471,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2471,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2471,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2471,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2471,SICK LEAVE,126,TRUE,2018,9,2018
employee2471,SICK LEAVE,135,TRUE,2017,0,2017
employee2471,VACATION LEAVE - REGULAR,18,TRUE,2017,72,2017
employee2472,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2472,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee2472,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2472,VACATION LEAVE - REGULAR,0,TRUE,2018,126,2018
employee2472,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee2472,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee2472,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2472,PATERNITY LEAVE - PROBI,63,TRUE,2018,0,2018
employee2472,PATERNITY LEAVE - PROBI,63,TRUE,2019,0,2019
employee2472,VACATION LEAVE - REGULAR,18,TRUE,2017,63,2017
employee2472,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2472,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2472,SICK LEAVE,45,TRUE,2018,90,2018
employee2472,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2472,SICK LEAVE,54,TRUE,2017,45,2017
employee2473,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2473,SICK LEAVE,63,TRUE,2018,72,2018
employee2473,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2473,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2473,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee2473,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2473,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2473,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2473,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2473,SICK LEAVE,54,TRUE,2017,18,2017
employee2474,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee2474,SICK LEAVE,49.5,TRUE,2018,63,2018
employee2474,SICK LEAVE,2.25,TRUE,2019,0,2019
employee2474,VACATION LEAVE - REGULAR,4.5,TRUE,2018,63,2018
employee2474,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2474,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee2474,VACATION LEAVE - REG LESS THAN A YR,0,TRUE,2018,36,2018
employee2475,PATERNITY LEAVE - PROBI,63,TRUE,2018,0,2018
employee2475,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee2475,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee2475,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2475,SICK LEAVE,112.5,FALSE,2017,0,2017
employee2475,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2475,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee2475,PATERNITY LEAVE - PROBI,63,TRUE,2019,0,2019
employee2475,VACATION LEAVE - REGULAR,85.5,TRUE,2017,0,2017
employee2475,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2475,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2475,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2475,SICK LEAVE,135,TRUE,2018,0,2018
employee2475,VACATION LEAVE - REGULAR,9,TRUE,2018,144,2018
employee2475,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2476,SICK LEAVE,135,FALSE,2018,0,2018
employee2476,PATERNITY LEAVE,63,FALSE,2018,0,2018
employee2476,VACATION LEAVE - REGULAR,27,TRUE,2017,108,2017
employee2476,SOLO PARENT LEAVE,63,FALSE,2018,0,2018
employee2476,VACATION LEAVE - REGULAR,72,FALSE,2018,54,2018
employee2476,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2476,SICK LEAVE,135,TRUE,2017,0,2017
employee2477,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2477,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2477,SICK LEAVE,135,TRUE,2018,0,2018
employee2477,VACATION LEAVE - REGULAR,72,TRUE,2017,18,2017
employee2477,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2477,SICK LEAVE,135,TRUE,2017,0,2017
employee2477,VACATION LEAVE - REGULAR,72,TRUE,2018,63,2018
employee2478,SICK LEAVE,54,TRUE,2018,81,2018
employee2478,VACATION LEAVE - REG LESS THAN A YR,13.5,TRUE,2017,9,2017
employee2478,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2478,SICK LEAVE,22.5,TRUE,2017,0,2017
employee2478,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2478,VACATION LEAVE - REG LESS THAN A YR,0,TRUE,2018,18,2018
employee2478,VACATION LEAVE - REGULAR,0,TRUE,2018,126,2018
employee2479,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2479,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2479,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2479,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2479,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2479,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee2479,SICK LEAVE,18,TRUE,2017,0,2017
employee2479,SICK LEAVE,36,TRUE,2018,99,2018
employee2479,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee2479,SICK LEAVE,2.25,TRUE,2019,0,2019
employee248,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee248,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee248,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee248,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee248,VACATION LEAVE - REGULAR,0,TRUE,2017,81,2017
employee248,SICK LEAVE,11.25,TRUE,2019,0,2019
employee248,SICK LEAVE,67.5,TRUE,2017,45,2017
employee248,VACATION LEAVE - REGULAR,126,TRUE,2019,9,2019
employee248,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee248,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee248,SICK LEAVE,0,TRUE,2018,63,2018
employee2480,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2480,VACATION LEAVE - REGULAR,0,TRUE,2018,126,2018
employee2480,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2480,SICK LEAVE,58.5,TRUE,2018,67.5,2018
employee2480,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee2480,SICK LEAVE,31.5,TRUE,2017,0,2017
employee2480,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2480,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2480,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee2481,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2481,VACATION LEAVE - REGULAR,90,TRUE,2019,45,2019
employee2481,VACATION LEAVE - REGULAR,0,TRUE,2017,27,2017
employee2481,SICK LEAVE,0,TRUE,2018,153,2018
employee2481,SICK LEAVE,31.5,TRUE,2017,36,2017
employee2481,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2481,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2482,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2482,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2482,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2482,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2482,VACATION LEAVE - REGULAR,18,TRUE,2017,63,2017
employee2482,VACATION LEAVE - REGULAR,117,TRUE,2019,18,2019
employee2482,SICK LEAVE,135,TRUE,2017,0,2017
employee2482,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2482,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2482,SICK LEAVE,126,TRUE,2018,9,2018
employee2482,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee2483,VACATION LEAVE - REGULAR,72,TRUE,2018,18,2018
employee2483,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee2483,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2483,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2483,SICK LEAVE,22.5,TRUE,2018,94.5,2018
employee2483,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2483,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee2483,VACATION LEAVE - REG LESS THAN A YR,0,TRUE,2018,36,2018
employee2483,SICK LEAVE,2.25,TRUE,2019,9,2019
employee2484,VACATION LEAVE - REGULAR,0,TRUE,2018,117,2018
employee2484,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2484,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2484,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2484,PATERNITY LEAVE,56,TRUE,2017,0,2017
employee2484,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2484,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee2484,SICK LEAVE,76.5,TRUE,2018,40.5,2018
employee2484,SICK LEAVE,126,TRUE,2017,0,2017
employee2484,VACATION LEAVE - REGULAR,9,TRUE,2017,9,2017
employee2486,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee2486,SICK LEAVE,90,TRUE,2018,9,2018
employee2486,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2486,SICK LEAVE,36,FALSE,2017,9,2017
employee2486,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee2486,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee2486,VACATION LEAVE - REGULAR,117,TRUE,2019,18,2019
employee2486,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2486,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2486,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2486,VACATION LEAVE - REGULAR,0,TRUE,2018,144,2018
employee2487,VACATION LEAVE - REG LESS THAN A YR,20.25,TRUE,2017,0,2017
employee2487,SICK LEAVE,72,TRUE,2018,45,2018
employee2487,SICK LEAVE,60.75,TRUE,2017,0,2017
employee2487,VACATION LEAVE - REGULAR,0,TRUE,2018,126,2018
employee2487,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2487,VACATION LEAVE - REGULAR,117,TRUE,2019,0,2019
employee2488,VACATION LEAVE - REGULAR,45,TRUE,2017,0,2017
employee2488,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2488,VACATION LEAVE - REGULAR,0,TRUE,2018,81,2018
employee2488,VACATION LEAVE - REGULAR,130.5,TRUE,2019,4.5,2019
employee2488,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee2488,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2488,PATERNITY LEAVE,56,TRUE,2017,0,2017
employee2488,SICK LEAVE,36,TRUE,2018,54,2018
employee2488,SICK LEAVE,54,TRUE,2017,0,2017
employee2489,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2489,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2489,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2489,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2489,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2489,VACATION LEAVE - REGULAR,0,TRUE,2017,117,2017
employee2489,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee2489,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee2489,SICK LEAVE,76.5,TRUE,2018,58.5,2018
employee2489,SICK LEAVE,99,TRUE,2017,27,2017
employee2489,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee249,VACATION LEAVE - REGULAR,4.5,TRUE,2017,126,2017
employee249,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee249,SICK LEAVE,81,TRUE,2017,54,2017
employee249,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee249,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee249,SICK LEAVE,0,TRUE,2018,27,2018
employee249,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee249,SICK LEAVE,11.25,TRUE,2019,0,2019
employee249,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee249,VACATION LEAVE - REGULAR,126,TRUE,2019,9,2019
employee249,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee2490,VACATION LEAVE - REGULAR,72,TRUE,2017,9,2017
employee2490,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee2490,SICK LEAVE,99,TRUE,2018,27,2018
employee2490,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2490,PATERNITY LEAVE,56,TRUE,2017,0,2017
employee2490,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2490,VACATION LEAVE - REGULAR,0,TRUE,2018,99.5,2018
employee2490,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee2490,SICK LEAVE,117,TRUE,2017,0,2017
employee2491,PATERNITY LEAVE,26.25,FALSE,2018,0,2018
employee2492,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee2492,SICK LEAVE,78.75,TRUE,2018,0,2018
employee2492,VACATION LEAVE - REG LESS THAN A YR,78.75,TRUE,2018,0,2018
employee2493,SICK LEAVE,63,TRUE,2018,18,2018
employee2493,VACATION LEAVE - REG LESS THAN A YR,11.25,TRUE,2019,0,2019
employee2493,VACATION LEAVE - REG LESS THAN A YR,27,TRUE,2018,63,2018
employee2493,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee2493,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2493,MAGNA CARTA FOR WOMEN,405,TRUE,2018,0,2018
employee2498,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2498,PATERNITY LEAVE,26.25,TRUE,2018,0,2018
employee2499,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2499,PATERNITY LEAVE,26.25,TRUE,2018,0,2018
employee25,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee25,SICK LEAVE,11.25,TRUE,2019,0,2019
employee25,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee25,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee25,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee25,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee25,SICK LEAVE,135,TRUE,2017,0,2017
employee25,SICK LEAVE,99,TRUE,2018,36,2018
employee25,VACATION LEAVE - REGULAR,0,TRUE,2017,112.5,2017
employee25,VACATION LEAVE - REGULAR,121.5,TRUE,2019,13.5,2019
employee25,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee250,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee250,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee250,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee250,SICK LEAVE,11.25,TRUE,2019,0,2019
employee250,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee250,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee250,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee250,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee250,VACATION LEAVE - REGULAR,63,TRUE,2017,72,2017
employee250,SICK LEAVE,72,TRUE,2018,63,2018
employee250,SICK LEAVE,81,TRUE,2017,31.5,2017
employee250,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee2500,PATERNITY LEAVE - PROBI,21,FALSE,2018,0,2018
employee2501,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee2501,PATERNITY LEAVE,26.25,TRUE,2018,0,2018
employee2502,PATERNITY LEAVE - PROBI,21,TRUE,2018,0,2018
employee2502,PATERNITY LEAVE - PROBI,63,TRUE,2019,0,2019
employee2503,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee2503,SICK LEAVE,11.25,TRUE,2019,0,2019
employee2503,VACATION LEAVE - REGULAR,0,TRUE,2017,54,2017
employee2503,SICK LEAVE,49.5,TRUE,2018,72,2018
employee2503,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee2503,PATERNITY LEAVE,0,TRUE,2018,36,2018
employee2503,SICK LEAVE,81,TRUE,2017,36,2017
employee2503,VACATION LEAVE - REGULAR,126,TRUE,2019,9,2019
employee2504,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
